Dataset1,Dataset2,IID,SID,OrgName,AccName,Trait,OrgVal,n
SG02,NA,WengNgai_Trema,NA,Trema tomentosa,NA,WD_twig,0.325597626941197,1
SG05,NA,adindu 1,NA,Adinandra dumosa,NA,TT_Wood_TA,0.047041917506644895,3
SG05,NA,adindu 1,NA,Adinandra dumosa,NA,WD_twig,0.5335051945663623,3
SG05,NA,adindu 2,NA,Adinandra dumosa,NA,TT_Wood_TA,0.025414902791124093,3
SG05,NA,adindu 2,NA,Adinandra dumosa,NA,WD_twig,0.5731899089197242,3
SG05,NA,adindu 3,NA,Adinandra dumosa,NA,TT_Wood_TA,0.043401247953447325,3
SG05,NA,adindu 3,NA,Adinandra dumosa,NA,WD_twig,0.552374861509957,3
SG05,NA,adindu 4,NA,Adinandra dumosa,NA,TT_Wood_TA,0.053232047675872314,3
SG05,NA,adindu 4,NA,Adinandra dumosa,NA,WD_twig,0.517580183164708,3
SG05,NA,adindu 5,NA,Adinandra dumosa,NA,TT_Wood_TA,0.053732317217135624,3
SG05,NA,adindu 5,NA,Adinandra dumosa,NA,WD_twig,0.533779346693833,3
SG05,NA,archcl 1,NA,Archidendron clypearia,NA,WD_twig,0.5121573685906947,3
SG05,NA,archcl 2,NA,Archidendron clypearia,NA,WD_twig,0.4484622727819344,3
SG05,NA,archcl 3,NA,Archidendron clypearia,NA,WD_twig,0.4233802726648176,3
SG05,NA,archcl 4,NA,Archidendron clypearia,NA,WD_twig,0.4966137629610323,3
SG05,NA,archcl 5,NA,Archidendron clypearia,NA,WD_twig,0.5028814385313091,3
SG05,NA,caloin 1,NA,Calophyllum inophyllum,NA,TT_Wood_TA,0.052822302545145784,3
SG05,NA,caloin 1,NA,Calophyllum inophyllum,NA,WD_twig,0.5159398033377243,3
SG05,NA,caloin 2,NA,Calophyllum inophyllum,NA,TT_Wood_TA,0.1143458568096467,3
SG05,NA,caloin 2,NA,Calophyllum inophyllum,NA,WD_twig,0.5483053976506663,3
SG05,NA,caloin 3,NA,Calophyllum inophyllum,NA,TT_Wood_TA,0.10373082247665892,3
SG05,NA,caloin 3,NA,Calophyllum inophyllum,NA,WD_twig,0.5217239648605771,3
SG05,NA,caloin 4,NA,Calophyllum inophyllum,NA,TT_Wood_TA,0.13968274338320663,3
SG05,NA,caloin 4,NA,Calophyllum inophyllum,NA,WD_twig,0.6033218795008688,3
SG05,NA,caloin 5,NA,Calophyllum inophyllum,NA,TT_Wood_TA,0.0978685814962395,3
SG05,NA,caloin 5,NA,Calophyllum inophyllum,NA,WD_twig,0.5003045681876463,3
SG05,NA,cinnin 1,NA,Cinnamomum iners,NA,TT_Wood_TA,0.043398222716077205,3
SG05,NA,cinnin 1,NA,Cinnamomum iners,NA,WD_twig,0.5619847041767085,3
SG05,NA,cinnin 2,NA,Cinnamomum iners,NA,TT_Wood_TA,0.04696454124313982,3
SG05,NA,cinnin 2,NA,Cinnamomum iners,NA,WD_twig,0.5320352390230962,3
SG05,NA,cinnin 3,NA,Cinnamomum iners,NA,TT_Wood_TA,0.05635976496190875,3
SG05,NA,cinnin 3,NA,Cinnamomum iners,NA,WD_twig,0.569230657955918,3
SG05,NA,cinnin 4,NA,Cinnamomum iners,NA,TT_Wood_TA,0.032008756705158674,3
SG05,NA,cinnin 4,NA,Cinnamomum iners,NA,WD_twig,0.5572213800127118,3
SG05,NA,cinnin 5,NA,Cinnamomum iners,NA,TT_Wood_TA,0.032999114700381985,3
SG05,NA,cinnin 5,NA,Cinnamomum iners,NA,WD_twig,0.5608238728456141,3
SG05,NA,claoin 1,NA,Claoxylon indicum,NA,WD_twig,0.45511504226649474,3
SG05,NA,claoin 2,NA,Claoxylon indicum,NA,WD_twig,0.3960670845548369,3
SG05,NA,claoin 3,NA,Claoxylon indicum,NA,WD_twig,0.3906899321031956,3
SG05,NA,claoin 4,NA,Claoxylon indicum,NA,WD_twig,0.3782324716676189,3
SG05,NA,claoin 5,NA,Claoxylon indicum,NA,WD_twig,0.4710491016370427,3
SG05,NA,cratco 1,NA,Cratoxylum cochinchinense,NA,TT_Wood_TA,0.014398471818998487,3
SG05,NA,cratco 1,NA,Cratoxylum cochinchinense,NA,WD_twig,0.672018203530044,3
SG05,NA,cratco 2,NA,Cratoxylum cochinchinense,NA,TT_Wood_TA,0.01471760527272565,3
SG05,NA,cratco 2,NA,Cratoxylum cochinchinense,NA,WD_twig,0.6777224081200822,3
SG05,NA,cratco 3,NA,Cratoxylum cochinchinense,NA,TT_Wood_TA,0.021206186744044103,3
SG05,NA,cratco 3,NA,Cratoxylum cochinchinense,NA,WD_twig,0.6343717464331811,3
SG05,NA,cratco 4,NA,Cratoxylum cochinchinense,NA,TT_Wood_TA,0.01571107577178169,3
SG05,NA,cratco 4,NA,Cratoxylum cochinchinense,NA,WD_twig,0.7072937504897988,3
SG05,NA,cratco 5,NA,Cratoxylum cochinchinense,NA,TT_Wood_TA,0.034437556892233975,3
SG05,NA,cratco 5,NA,Cratoxylum cochinchinense,NA,WD_twig,0.6430067234876726,3
SG05,NA,dillsu 1,NA,Dillenia suffruticosa,NA,TT_Wood_TA,0.2276398036791164,3
SG05,NA,dillsu 1,NA,Dillenia suffruticosa,NA,WD_twig,0.44913971464130303,3
SG05,NA,dillsu 2,NA,Dillenia suffruticosa,NA,TT_Wood_TA,0.5371990792615395,3
SG05,NA,dillsu 2,NA,Dillenia suffruticosa,NA,WD_twig,0.460170985273623,3
SG05,NA,dillsu 3,NA,Dillenia suffruticosa,NA,TT_Wood_TA,0.36908451511985313,3
SG05,NA,dillsu 3,NA,Dillenia suffruticosa,NA,WD_twig,0.5010710223880022,3
SG05,NA,dillsu 4,NA,Dillenia suffruticosa,NA,TT_Wood_TA,0.5742239413257507,3
SG05,NA,dillsu 4,NA,Dillenia suffruticosa,NA,WD_twig,0.4579103861099086,3
SG05,NA,dillsu 5,NA,Dillenia suffruticosa,NA,TT_Wood_TA,0.35144898113718065,3
SG05,NA,dillsu 5,NA,Dillenia suffruticosa,NA,WD_twig,0.5052783114948999,3
SG05,NA,diospi 1,NA,Diospyros pilosanthera,NA,TT_Wood_TA,0.13335426678193785,3
SG05,NA,diospi 1,NA,Diospyros pilosanthera,NA,WD_twig,0.5660728260589435,3
SG05,NA,diospi 2,NA,Diospyros pilosanthera,NA,TT_Wood_TA,0.0779069308641508,3
SG05,NA,diospi 2,NA,Diospyros pilosanthera,NA,WD_twig,0.6267775532519624,3
SG05,NA,diospi 3,NA,Diospyros pilosanthera,NA,TT_Wood_TA,0.14829649592939514,3
SG05,NA,diospi 3,NA,Diospyros pilosanthera,NA,WD_twig,0.6026608830169251,3
SG05,NA,diospi 4,NA,Diospyros pilosanthera,NA,TT_Wood_TA,0.10974996855683264,3
SG05,NA,diospi 4,NA,Diospyros pilosanthera,NA,WD_twig,0.6014254446108354,3
SG05,NA,diospi 5,NA,Diospyros pilosanthera,NA,TT_Wood_TA,0.10940450972022121,3
SG05,NA,diospi 5,NA,Diospyros pilosanthera,NA,WD_twig,0.6598575048380787,3
SG05,NA,fagrfr 1,NA,Fagraea fragrans,NA,TT_Wood_TA,0.019861497821845073,3
SG05,NA,fagrfr 1,NA,Fagraea fragrans,NA,WD_twig,0.685081131250863,3
SG05,NA,fagrfr 2,NA,Fagraea fragrans,NA,TT_Wood_TA,0.030866351443265785,3
SG05,NA,fagrfr 2,NA,Fagraea fragrans,NA,WD_twig,0.7722751987995317,3
SG05,NA,fagrfr 3,NA,Fagraea fragrans,NA,TT_Wood_TA,0.03432018350003736,3
SG05,NA,fagrfr 3,NA,Fagraea fragrans,NA,WD_twig,0.8096473553393184,3
SG05,NA,fagrfr 4,NA,Fagraea fragrans,NA,TT_Wood_TA,0.03932846396627682,3
SG05,NA,fagrfr 4,NA,Fagraea fragrans,NA,WD_twig,0.7091154970022636,3
SG05,NA,fagrfr 5,NA,Fagraea fragrans,NA,TT_Wood_TA,0.03304472597150077,3
SG05,NA,fagrfr 5,NA,Fagraea fragrans,NA,WD_twig,0.6858034067053208,3
SG05,NA,garcpa 1,NA,Garcinia parvifolia,NA,TT_Wood_TA,0.023632747091912685,3
SG05,NA,garcpa 1,NA,Garcinia parvifolia,NA,WD_twig,0.7051850896546791,3
SG05,NA,garcpa 2,NA,Garcinia parvifolia,NA,TT_Wood_TA,0.02855338294088116,3
SG05,NA,garcpa 2,NA,Garcinia parvifolia,NA,WD_twig,0.720167694791306,3
SG05,NA,garcpa 3,NA,Garcinia parvifolia,NA,TT_Wood_TA,0.028988697145149418,3
SG05,NA,garcpa 3,NA,Garcinia parvifolia,NA,WD_twig,0.6306038288721707,3
SG05,NA,garcpa 4,NA,Garcinia parvifolia,NA,TT_Wood_TA,0.01804158483314885,3
SG05,NA,garcpa 4,NA,Garcinia parvifolia,NA,WD_twig,0.6343498473652626,3
SG05,NA,garcpa 5,NA,Garcinia parvifolia,NA,TT_Wood_TA,0.03799488697364883,3
SG05,NA,garcpa 5,NA,Garcinia parvifolia,NA,WD_twig,0.5823054895390002,3
SG05,NA,girone 1,NA,Gironniera nervosa,NA,TT_Wood_TA,0.03259166758650391,3
SG05,NA,girone 1,NA,Gironniera nervosa,NA,WD_twig,0.4803222695928042,3
SG05,NA,girone 2,NA,Gironniera nervosa,NA,TT_Wood_TA,0.024680002820751015,3
SG05,NA,girone 2,NA,Gironniera nervosa,NA,WD_twig,0.4824342954932134,3
SG05,NA,girone 3,NA,Gironniera nervosa,NA,TT_Wood_TA,0.028414978331198014,3
SG05,NA,girone 3,NA,Gironniera nervosa,NA,WD_twig,0.41134715077401557,3
SG05,NA,girone 4,NA,Gironniera nervosa,NA,TT_Wood_TA,0.02534348973589666,3
SG05,NA,girone 4,NA,Gironniera nervosa,NA,WD_twig,0.5115526097555825,3
SG05,NA,girone 5,NA,Gironniera nervosa,NA,TT_Wood_TA,0.021832439968480534,3
SG05,NA,girone 5,NA,Gironniera nervosa,NA,WD_twig,0.4733966691635444,3
SG05,NA,melama 1,NA,Melastoma malabathricum,NA,TT_Wood_TA,0.0459942836231353,3
SG05,NA,melama 1,NA,Melastoma malabathricum,NA,WD_twig,0.5948254636252781,3
SG05,NA,melama 2,NA,Melastoma malabathricum,NA,TT_Wood_TA,0.033481785505021025,3
SG05,NA,melama 2,NA,Melastoma malabathricum,NA,WD_twig,0.5296823340295077,3
SG05,NA,melama 3,NA,Melastoma malabathricum,NA,TT_Wood_TA,0.02380736728357472,3
SG05,NA,melama 3,NA,Melastoma malabathricum,NA,WD_twig,0.5702210565322092,3
SG05,NA,melama 4,NA,Melastoma malabathricum,NA,TT_Wood_TA,0.03486757693110452,3
SG05,NA,melama 4,NA,Melastoma malabathricum,NA,WD_twig,0.5625340904787622,3
SG05,NA,melama 5,NA,Melastoma malabathricum,NA,TT_Wood_TA,0.04084914025471862,3
SG05,NA,melama 5,NA,Melastoma malabathricum,NA,WD_twig,0.4980995174828426,3
SG05,NA,prunpo 1,NA,Prunus polystachya,NA,TT_Wood_TA,0.17600342327187993,3
SG05,NA,prunpo 1,NA,Prunus polystachya,NA,WD_twig,0.5425921822808303,3
SG05,NA,prunpo 2,NA,Prunus polystachya,NA,TT_Wood_TA,0.13347443270093762,3
SG05,NA,prunpo 2,NA,Prunus polystachya,NA,WD_twig,0.4745372897155115,3
SG05,NA,prunpo 3,NA,Prunus polystachya,NA,TT_Wood_TA,0.07558794097584681,3
SG05,NA,prunpo 3,NA,Prunus polystachya,NA,WD_twig,0.47107121867096163,3
SG05,NA,prunpo 4,NA,Prunus polystachya,NA,TT_Wood_TA,0.07619447197973571,3
SG05,NA,prunpo 4,NA,Prunus polystachya,NA,WD_twig,0.5527166440906368,3
SG05,NA,prunpo 5,NA,Prunus polystachya,NA,TT_Wood_TA,0.0946300648915223,3
SG05,NA,prunpo 5,NA,Prunus polystachya,NA,WD_twig,0.6050028909050758,3
SG05,NA,rhodci 1,NA,Rhodamnia cinerea,NA,TT_Wood_TA,0.048502554468818085,3
SG05,NA,rhodci 1,NA,Rhodamnia cinerea,NA,WD_twig,0.8856090221616032,3
SG05,NA,rhodci 2,NA,Rhodamnia cinerea,NA,TT_Wood_TA,0.0314051636721773,3
SG05,NA,rhodci 2,NA,Rhodamnia cinerea,NA,WD_twig,0.7982692602077298,3
SG05,NA,rhodci 3,NA,Rhodamnia cinerea,NA,TT_Wood_TA,0.025038028027976784,3
SG05,NA,rhodci 3,NA,Rhodamnia cinerea,NA,WD_twig,0.8032734815770853,3
SG05,NA,rhodci 4,NA,Rhodamnia cinerea,NA,TT_Wood_TA,0.026288934591701986,3
SG05,NA,rhodci 4,NA,Rhodamnia cinerea,NA,WD_twig,0.8193639969431213,3
SG05,NA,rhodci 5,NA,Rhodamnia cinerea,NA,TT_Wood_TA,0.02087719218004317,3
SG05,NA,rhodci 5,NA,Rhodamnia cinerea,NA,WD_twig,0.8173307983957478,3
SG05,NA,santla 1,NA,Santiria laevigata,NA,WD_twig,0.41350774901385406,3
SG05,NA,santla 2,NA,Santiria laevigata,NA,WD_twig,0.5327115269692272,3
SG05,NA,santla 3,NA,Santiria laevigata,NA,WD_twig,0.556602803612246,3
SG05,NA,santla 4,NA,Santiria laevigata,NA,WD_twig,0.5150832249538349,3
SG05,NA,santla 5,NA,Santiria laevigata,NA,WD_twig,0.4603008031379476,3
SG05,NA,suremu 1,NA,Suregada multiflora,NA,TT_Wood_TA,0.10232673418225033,3
SG05,NA,suremu 1,NA,Suregada multiflora,NA,WD_twig,0.6124530255407695,3
SG05,NA,suremu 2,NA,Suregada multiflora,NA,TT_Wood_TA,0.09549228663082834,3
SG05,NA,suremu 2,NA,Suregada multiflora,NA,WD_twig,0.6627048983056393,3
SG05,NA,suremu 3,NA,Suregada multiflora,NA,TT_Wood_TA,0.07921880759641237,3
SG05,NA,suremu 3,NA,Suregada multiflora,NA,WD_twig,0.6411243675298769,3
SG05,NA,suremu 4,NA,Suregada multiflora,NA,TT_Wood_TA,0.09290119991213844,3
SG05,NA,suremu 4,NA,Suregada multiflora,NA,WD_twig,0.6553908741427802,3
SG05,NA,suremu 5,NA,Suregada multiflora,NA,TT_Wood_TA,0.09356919559451839,3
SG05,NA,suremu 5,NA,Suregada multiflora,NA,WD_twig,0.6649715019323817,3
SG05,NA,syzygr 1,NA,Syzygium grande,NA,TT_Wood_TA,0.1246871944271009,3
SG05,NA,syzygr 1,NA,Syzygium grande,NA,WD_twig,0.6025368804485309,3
SG05,NA,syzygr 2,NA,Syzygium grande,NA,TT_Wood_TA,0.09262753228542572,3
SG05,NA,syzygr 2,NA,Syzygium grande,NA,WD_twig,0.6023668533308854,3
SG05,NA,syzygr 3,NA,Syzygium grande,NA,TT_Wood_TA,0.1388257285428357,3
SG05,NA,syzygr 3,NA,Syzygium grande,NA,WD_twig,0.5887648965421225,3
SG05,NA,syzygr 4,NA,Syzygium grande,NA,TT_Wood_TA,0.09493008698994011,3
SG05,NA,syzygr 4,NA,Syzygium grande,NA,WD_twig,0.6032822603792491,3
SG05,NA,syzygr 5,NA,Syzygium grande,NA,TT_Wood_TA,0.059610818848419456,3
SG05,NA,syzygr 5,NA,Syzygium grande,NA,WD_twig,0.6492756843688919,3
SG05,NA,timowa 1,NA,Timonius wallichianus,NA,TT_Wood_TA,0.0375527659852978,3
SG05,NA,timowa 1,NA,Timonius wallichianus,NA,WD_twig,0.6622056527740663,3
SG05,NA,timowa 2,NA,Timonius wallichianus,NA,TT_Wood_TA,0.0397562732547615,3
SG05,NA,timowa 2,NA,Timonius wallichianus,NA,WD_twig,0.5413448284629495,3
SG05,NA,timowa 3,NA,Timonius wallichianus,NA,TT_Wood_TA,0.02249418155437418,3
SG05,NA,timowa 3,NA,Timonius wallichianus,NA,WD_twig,0.5528681960322107,3
SG05,NA,timowa 4,NA,Timonius wallichianus,NA,TT_Wood_TA,0.0235876594195695,3
SG05,NA,timowa 4,NA,Timonius wallichianus,NA,WD_twig,0.6590209487904416,3
