main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
5369	x					Excluded	no	no	DJM			Greenea corymbosa (Jack) Voigt	4350			POWO		1		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/20008159-1		"Greenea corymbosa (Jack) Voigt [Greenea corymbosa (Jack) Voigt] cited by Hooker, FBI 3: 41"			Greenea corymbosa	Spermatophyta	Magnoliopsida	Gentianales	Rubiaceae	no	No material known from Singapore		NA								Excluded	Yes	In Excluded section of Checklist ms only as synonym Greenea jackii Wight & Arn. The current name Greenea corymbosa (Jack) Voigt has not been used in SL	This name in db is absent from Checklist ms													Greenea jackii Wight & Arn.					urn:lsid:ipni.org:names:20008159-1		Greenea jackii Wight & Arn.	Excluded						1	2
3803					no		no	no				Grevillea baileyana McGill.	4355	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/940820-1	POWO says Grevillea baileyana McGill. is a synonym of Grevillea edelfeltii F.Muell.				Grevillea baileyana	Spermatophyta	Magnoliopsida	Proteales	Proteaceae	no			16615	Chong et al. (2009)	16615 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:940820-1		none	Cultivated Only						1	1
3256					no		no	no				Grevillea banksii R.Br.	4356	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/703712-1					Grevillea banksii	Spermatophyta	Magnoliopsida	Proteales	Proteaceae	no			16616	Chong et al. (2009)	16616 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:703712-1		none	Cultivated Only						1	1
3804					no		no	no				Grevillea dryandri R.Br.	4357	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/703798-1					Grevillea dryandri	Spermatophyta	Magnoliopsida	Proteales	Proteaceae	no			16617	Chong et al. (2009)	16617 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:703798-1		none	Cultivated Only						1	1
3805					no		no	no				Grevillea pteridifolia Knight	4358	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/703996-1					Grevillea pteridifolia	Spermatophyta	Magnoliopsida	Proteales	Proteaceae	no			16618	Chong et al. (2009)	16618 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:703996-1		none	Cultivated Only						1	1
3806					no		no	no				Grevillea robusta A.Cunn. ex R.Br.	4359	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/50798-3					Grevillea robusta	Spermatophyta	Magnoliopsida	Proteales	Proteaceae	no			16619	Chong et al. (2009)	16619 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:50798-3		none	Cultivated Only						1	1
2389					yes		no	no				Grewia laevigata Vahl	4365	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/834315-1			yes		Grewia laevigata	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	yes			16631	Wong et al. (2013)	16631 - Wong et al. (2013)				"Native; VU (Wong et al., 2013)."	no	Vulnerable	Yes	Vulnerable	2181	"Native; VU (Wong et al., 2013)."							Vulnerable	Vulnerable	yes	climber		Grewia acuminata Juss.; Grewia multiflora auct. non Juss.; Grewia umbellata Roxb.					urn:lsid:ipni.org:names:834315-1	Grewia acuminata Juss.; Grewia umbellata Roxb.	Grewia acuminata Juss.; Grewia umbellata Roxb.	Vulnerable						7	19
1299				x	yes		yes	no				Grona heterocarpos (L.) H.Ohashi & K.Ohashi	4371		LCVP doesn't list Grona heterocarpos. Instead it says accepted name is Desmodium heterocarpon (L.) DC.	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/77187416-1			yes		Grona heterocarpos	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			NA					10323 - Wong et al. (2013)	"Cryptogenic (Wong et al., 2013)."	yes	n/a	Yes	placeholder name	1791	placeholder name							Weed of Uncertain Origin		no	shrub		Desmodium heterocarpon (L.) DC.					urn:lsid:ipni.org:names:77187416-1	Desmodium heterocarpon (L.) DC.	Desmodium heterocarpon (L.) DC.	n/a	1299	x			placeholder species name	1	12
1299.1		x		x	no		yes	var.				Grona heterocarpos (L.) H.Ohashi & K.Ohashi var. heterocarpos	4373			n/a (autonym)		1			n/a		n/a (autonym)			yes		Grona heterocarpos var. heterocarpos	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			40646	Ho et al. (2021)	40646 - Ho et al. (2021)					yes	Critically Endangered	Yes	Critically Endangered	1792	"Native; CR (Ho et al., 2021)."									no	shrub		None					n/a (autonym)		none	Critically Endangered	1299.1	x	x		x	1	1
1299.2			x	x	no		yes	var.				Grona heterocarpos (L.) H.Ohashi & K.Ohashi var. strigosa (Meeuwen) H.Ohashi & K.Ohashi	4374			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/77187419-1			yes		Grona heterocarpos var. strigosa	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			40647	Ho et al. (2021)	40647 - Ho et al. (2021)					yes	Vulnerable	Yes	Vulnerable	1793	"Native; VU (Ho et al., 2021)."									no	shrub		Desmodium polycarpon (Poir.) DC.; Desmodium polycarpon (Poir.) DC. var. ovalifolium auct. non Prain					urn:lsid:ipni.org:names:77187419-1	Desmodium polycarpon (Poir.) DC.; Desmodium polycarpon (Poir.) DC. var. ovalifolium auct. non Prain	Desmodium polycarpon (Poir.) DC. var. ovalifolium auct. non Prain; Desmodium polycarpon (Poir.) DC.	Vulnerable	1299.2	x		x	x	1	5
1300					yes		yes	no				Grona heterophylla (Willd.) H.Ohashi & K.Ohashi	4375		LCVP doesn't list Grona heterophylla. Instead it says accepted name is Desmodium heterophyllum (Willd.) DC.	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/77187422-1			yes		Grona heterophylla	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			45799	assessed here	45799 - assessed here			10331 - Wong et al. (2013)	"Cryptogenic (Wong et al., 2013)."	yes	Least Concern	Yes	Least Concern	1794	Native; LC (assessed here).	reassessed as native and Least Concern		reassessed as native but not yet evaluated				Weed of Uncertain Origin		yes	herb		Desmodium heterophyllum (Willd.) DC.					urn:lsid:ipni.org:names:77187422-1	Desmodium heterophyllum (Willd.) DC.	Desmodium heterophyllum (Willd.) DC.	Least Concern						2	15
5427					no		yes	no				Grona ovalifolia (Prain) H.Ohashi et al.	4376			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/77187421-1	not yet in IPNI or POWO		yes		Grona ovalifolia	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			40648	Ho et al. (2021)	40648 - Ho et al. (2021)					yes	Critically Endangered	Yes	Critically Endangered	1795	"Native; CR (Ho et al., 2021)."									no	shrub		Desmodium ovalifolium Wall. (deleted?); Grona heterocarpos (L.) H.Ohashi & K.Ohashi subsp. ovalifolia (Prain) H.Ohashi & K.Ohashi					urn:lsid:ipni.org:names:77187421-1	Desmodium ovalifolium Wall.	Desmodium ovalifolium Wall.	Critically Endangered						1	2
1301					yes		yes	no				Grona triflora (L.) H.Ohashi & K.Ohashi	4377		LCVP doesn't list Grona triflora. Instead is says accepted name is Desmodium triflorum (L.) DC.	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/77187443-1			yes		Grona triflora	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			45800	assessed here	45800 - assessed here			10346 - Chong et al. (2009)	"Cryptogenic (Chong et al., 2009)."	yes	Least Concern	Yes	Least Concern	1796	Native; LC (assessed here).	reassessed as native and Least Concern		reassessed as native but not yet evaluated				Weed of Uncertain Origin		no	herb		Desmodium triflorum (L.) DC.					urn:lsid:ipni.org:names:77187443-1	Desmodium triflorum (L.) DC.	Desmodium triflorum (L.) DC.	Least Concern						2	15
4456					yes		yes	no				Groutiella tomentosa (Hornsch.) Wijk & Margad.	4379	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Groutiella tomentosa	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	yes			45755	assessed here	45755 - assessed here				Native; NE.	yes	Extinct	Yes	Extinct	270	Native; NEx (assessed here).	only collection in 1897 reported in 1919; unable to locate specimen				"reported in 1919 to be known only from SBG in Singapore, unable to locate specimen"							Groutiella goniorrhyncha (Dozy & Molk.) E.B.Bartram; Macromitrium goniorrhynchum (Dozy & Molk.) Mitt.					n/a (Bryo)		Groutiella goniorrhyncha (Dozy & Molk.) E.B.Bartram; Macromitrium goniorrhynchum (Dozy & Molk.) Mitt.	Extinct						3	9
5497							yes	no				Grypothrix parishii (Bedd.) S.E.Fawc. & A.R.Sm.	4380															Grypothrix parishii	Monilophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	no			55898								Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only													Abacopteris triphylla (Sw.) Ching var. parishii (Bedd.) Ching; Pronephrium parishii (Bedd.) Holttum															
5044	x				no	Excluded	yes	no				Grypothrix salicifolia (Wall. ex Hook.) S.E.Fawc. & A.R.Sm.	4381		LCVP says accepted name is Cyclosorus salicifolius (Wall. ex Hook.) Copel.									POWO says Pronephrium salicifolium (Wall. ex Hook.) Holttum is a synonym of Thelypteris salicifolia (Wall. ex Hook.) C.F.Reed				Grypothrix salicifolia	Monilophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	no	"Ridley (1908: 50; & Ridley 1926: 57) reported Meniscium salicifolium Wall. ex Hook. (now Pronephrium salicifolium (Wall. ex Hook.) Holttum) for Singapore based on a Bishop Hose collection from Selitar. This specimen has not been traced (not at SING or K) so it is unclear to what Ridley was referring. There are 3 Lobb specimens from ""Singapore"" at K (two s.n., the third no. 314). They are correctly identified but as with many Lobb specimens there is doubt as to whether they were really collected in Singapore. But Beddome's Ferns of British India (p. and t. 207) includes an illustration of Meniscium salicifolium declared as having being drawn from a Singapore specimen, but does not state any collection details so don't know if it was based on a Lobb specimen."		NA						Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms only as synonym Meniscium salicifolium Wall. ex Hook. The current name Grypothrix salicifolia has not been used in Singapore literature.	This name in db is absent from Checklist ms													Meniscium salicifolium Wall. ex Hook.					urn:lsid:ipni.org:names:17451980-1		Meniscium salicifolium Wall. ex Hook.	Excluded						1	6
129					yes		yes	no				Grypothrix triphylla (Sw.) S.E.Fawc. & A.R.Sm.	4382		LCVP says accepted name is Cyclosorus triphyllus (Sw.) Tardieu ex Tardieu & C.Chr.									POWO says Pronephrium triphyllum (Sw.) Holttum is a synonym of Thelypteris triphylla (Sw.) K.Iwats.		yes		Grypothrix triphylla	Monilophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	yes			28130	Chong et al. (2009)	28130 - Chong et al. (2009)				"Native; LC (Chong et al., 2009)."	no	Least Concern	Yes	Least Concern	579	"Native; LC (Chong et al., 2009)."			LC is ok				Common	"(not listed because ""Common"")"	no	herb		Abacopteris triphylla (Sw.) Ching; Meniscium triphyllum Sw.; Pronephrium triphyllum (Sw.) Holttum					urn:lsid:ipni.org:names:17452060-1	Meniscium triphyllum Sw.	Abacopteris triphylla (Sw.) Ching; Meniscium triphyllum Sw.	Least Concern						17	22
3807					no		no	no				Guaiacum officinale L.	4383	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/873252-1					Guaiacum officinale	Spermatophyta	Magnoliopsida	Zygophyllales	Zygophyllaceae	no			16649	Chong et al. (2009)	16649 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:873252-1		none	Cultivated Only						1	1
3808					no		no	no				Guazuma ulmifolia Lam.	4385	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/823393-1					Guazuma ulmifolia	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			16650	Chong et al. (2009)	16650 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:823393-1		none	Cultivated Only						1	1
2113					yes		no	no				Guettarda speciosa L.	4388	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/752069-1			yes		Guettarda speciosa	Spermatophyta	Magnoliopsida	Gentianales	Rubiaceae	yes			16655	Wong et al. (2019)	16655 - Wong et al. (2019)				"Native; EN (Wong et al., 2019)."	no	Endangered	Yes	Endangered	3320	"Native; EN (Wong et al., 2019)."							Endangered	Endangered	yes	tree		None					urn:lsid:ipni.org:names:752069-1		none	Endangered						21	21
1266					yes		no	no				Guilandina bonduc L.	4389	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/114706-2			yes		Guilandina bonduc	Spermatophyta	Magnoliopsida	Fabales	Fabaceae	yes			5111	Chong et al. (2009)	5111 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	1797	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	no	climber		Caesalpinia bonduc (L.) Roxb.					urn:lsid:ipni.org:names:114706-2	Caesalpinia bonduc (L.) Roxb.	Caesalpinia bonduc (L.) Roxb.	Critically Endangered						3	16
2249					yes		yes	no				Guioa bijuga (Hiern) Radlk.	4391	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1		RG	POWO cites wrong publication and so links to the wrong IPNI id.		https://www.ipni.org/n/77209744-1			yes	van Welzen	Guioa bijuga	Spermatophyta	Magnoliopsida	Sapindales	Sapindaceae	yes			46459	assessed here	46459 - assessed here		16672 - Van Welzen (in prep.)		"Native; CR (van Welzen, in prep.)."	no	Critically Endangered	Yes	Critically Endangered	3511	Native; CR (assessed here).							Critically Endangered	Critically Endangered	no	tree		Guioa pleuropteris (Blume) Radlk. var. bijuga (Hiern) King				"w-remove, missing specimen, possible variety of Guioa pleuropteris"	urn:lsid:ipni.org:names:77209744-1	Guioa pleuropteris (Blume) Radlk. var. bijuga (Hiern) King	Guioa pleuropteris (Blume) Radlk. var. bijuga (Hiern) King	Critically Endangered						11	12
5220	x				no	Excluded	no	no				Guioa diplopetala (Hassk.) Radlk.	4392		LCVP says Guioa squamosa Radlk. is a synonym of Guioa diplopetala (Hassk.) Radlk.	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/783277-1	POWO says Guioa squamosa Radlk. is a synonym of Guioa diplopetala (Hassk.) Radlk.				Guioa diplopetala	Spermatophyta	Magnoliopsida	Sapindales	Sapindaceae	no	Now Guioa diplopetala (Hassk.) Radlk. and not known in Singapore		0								Excluded	Yes	In Excluded section of Checklist ms only as synonym Guioa squamosa Radlk. The current name Guioa diplopetala (Hassk.) Radlk. has not been used in SL	This name in db is absent from Checklist ms													Guioa squamosa Radlk.					urn:lsid:ipni.org:names:783277-1		Guioa squamosa Radlk.	Excluded						1	4
3809					no		no	no				Guioa lasioneura Radlk.	4393	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/783240-1				van Welzen	Guioa lasioneura	Spermatophyta	Magnoliopsida	Sapindales	Sapindaceae	no			16678	Chong et al. (2009)	16678 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:783240-1		none	Cultivated Only						1	1
2250					yes		yes	no				Guioa pleuropteris (Blume) Radlk.	4394	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1		RG	POWO cites wrong publication and so links to the wrong IPNI id.		https://www.ipni.org/n/77209746-1			yes	van Welzen	Guioa pleuropteris	Spermatophyta	Magnoliopsida	Sapindales	Sapindaceae	yes			46460	assessed here	46460 - assessed here		16687 - Van Welzen (in prep.)		"Native; VU (van Welzen, in prep.)."	no	Vulnerable	Yes	Vulnerable	3512	Native; VU (assessed here).							Vulnerable	Vulnerable	no	tree		Cupania pleuropteris Blume					urn:lsid:ipni.org:names:77209746-1		Cupania pleuropteris Blume	Vulnerable						24	25
2251					yes		yes	no			VU > LC	Guioa pubescens (Zoll. & Moritzi) Radlk.	4396	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/783267-1			yes	van Welzen	Guioa pubescens	Spermatophyta	Magnoliopsida	Sapindales	Sapindaceae	yes			46461	assessed here	46461 - assessed here		16704 - Van Welzen (in prep.)		"Native; VU (van Welzen, in prep.)."	no	Vulnerable	Yes	Vulnerable	3513	Native; VU (assessed here).							Vulnerable	Vulnerable	no	tree		None					urn:lsid:ipni.org:names:783267-1		none	Vulnerable						31	31
3810					no		no	no				Gustavia augusta L.	4398	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/114915-2				Prance	Gustavia augusta	Spermatophyta	Magnoliopsida	Ericales	Lecythidaceae	no			16713	Chong et al. (2009)	16713 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:114915-2		none	Cultivated Only						1	1
3257					no		no	no				Gustavia gracillima Miers	4399	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/114943-2				Prance	Gustavia gracillima	Spermatophyta	Magnoliopsida	Ericales	Lecythidaceae	no			16714	Chong et al. (2009)	16714 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:114943-2		none	Cultivated Only						1	1
3811					no		yes	no				Gustavia superba (Kunth) O.Berg	4400	ok	Name and authors accepted by LCVP	$		2		IMT / RG	IPNI doesn't give basionym author and IPNI and POWO dont agree on which Berg.		https://www.ipni.org/n/323304-2				Prance	Gustavia superba	Spermatophyta	Magnoliopsida	Ericales	Lecythidaceae	no			16715	Chong et al. (2009)	16715 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:323304-2		none	Cultivated Only						1	1
2917					no		yes	no				Guzmania dissitiflora (André) L.B.Sm.	4401	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/115122-2					Guzmania dissitiflora	Spermatophyta	Magnoliopsida	Poales	Bromeliaceae	no			16716	Chong et al. (2009)	16716 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:115122-2		none	Cultivated Only						1	1
2918					no		yes	no				Guzmania lingulata (L.) Mez	4402	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/115161-2					Guzmania lingulata	Spermatophyta	Magnoliopsida	Poales	Bromeliaceae	no			16717	Chong et al. (2009)	16717 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:115161-2		none	Cultivated Only						1	1
