main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
2233				x	yes		yes	no				Glycosmis chlorosperma (Blume) Spreng.	4265	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/773818-1			yes		Glycosmis chlorosperma	Spermatophyta	Magnoliopsida	Sapindales	Rutaceae	n/a			NA					16261 - Ng & Wee (ed.) (1994)	"Rare (Ng & Wee (ed.), 1994)."	yes	n/a	Yes	placeholder name	3467	placeholder name												Glycosmis malayana Ridl.					urn:lsid:ipni.org:names:773818-1		Glycosmis malayana Ridl.	n/a	2233	x			placeholder species name	10	12
2233.1		x		x	yes		yes	var.		VU > EN		Glycosmis chlorosperma (Blume) Spreng. var. chlorosperma	4266	ok	Name and authors accepted by LCVP	n/a (autonym)		1			n/a		n/a (autonym)			yes		Glycosmis chlorosperma var. chlorosperma	Spermatophyta	Magnoliopsida	Sapindales	Rutaceae	yes			16264	Wong et al. (2013)	16264 - Wong et al. (2013)				"Native; VU (Wong et al., 2013)."	no	Vulnerable	Yes	Vulnerable	3468	"Native; VU (Wong et al., 2013)."							Vulnerable	Vulnerable	no	shrub		None					n/a (autonym)		none	Vulnerable	2233.1	x	x		x	7	7
2234					yes		yes	no				Glycosmis lanceolata (Blume) D.Dietr.	4268	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/60452873-2			yes		Glycosmis lanceolata	Spermatophyta	Magnoliopsida	Sapindales	Rutaceae	yes			45718	assessed here	45718 - assessed here			16270 - Wong et al. (2013)	"Native; CR (Wong et al., 2013)."	yes	Extinct	Yes	Extinct	3469	Native; NEx (assessed here).	No recent material known						Extinct	Nationally Extinct	no	tree		Glycosmis citrifolia auct. non Lindl.; Glycosmis trifoliata auct. non (Blume) Spreng.				w-no specimens in SING	urn:lsid:ipni.org:names:60452873-2	Glycosmis trifoliata auct. non (Blume) Spreng.	Glycosmis citrifolia auct. non Lindl.; Glycosmis trifoliata auct. non (Blume) Spreng.	Extinct						11	13
3800					no		no	no				Glycosmis perakensis V.Naray.	4272	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/773787-1					Glycosmis perakensis	Spermatophyta	Magnoliopsida	Sapindales	Rutaceae	no			16278	Chong et al. (2009)	16278 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:773787-1		none	Cultivated Only						1	1
5289					no		no	no	DJM			Glycosmis puberula Lindl. ex Oliv.	4273			POWO		1		IMT	The valid publication of this name is absent from IPNI Jan 2022 but it is in POWO.		Absent from IPNI Jan. 2022		are we accepting this as an accepted name in Singapore or misapplied or to be exluded?//DJM: Hajo says the Wallich specimen from Singapore is correctly named and in this case there appears to be no reason to suggest the specimen is not from Singapore.			Glycosmis puberula	Spermatophyta	Magnoliopsida	Sapindales	Rutaceae	yes			46486	assessed here	46486 - assessed here						Extinct	Yes	Extinct	3470	Native; NEx (assessed here).												None					$		none	Extinct						3	4
514					yes		no	no				Glyptopetalum quadrangulare Prain ex King	4276	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/161252-1			yes		Glyptopetalum quadrangulare	Spermatophyta	Magnoliopsida	Celastrales	Celastraceae	yes			16280	Chong et al. (2009)	16280 - Chong et al. (2009)				"Native; EX (Chong et al., 2009)."	no	Extinct	Yes	Extinct	1219	"Native; NEx (Chong et al., 2009)."							Extinct	Nationally Extinct	no	shrub		None					urn:lsid:ipni.org:names:161252-1		none	Extinct						8	8
3801					no		no	no				Gmelina arborea Roxb. ex Sm.	4277		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/77159191-1				De Kok & Bramley	Gmelina arborea	Spermatophyta	Magnoliopsida	Lamiales	Lamiaceae	no			16288	Chong et al. (2009)	16288 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:77159191-1		none	Cultivated Only						2	2
2428					yes		no	no				Gmelina asiatica L.	4278	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/862929-1			yes	De Kok & Bramley	Gmelina asiatica	Spermatophyta	Magnoliopsida	Lamiales	Lamiaceae	no			46273	assessed here	46273 - assessed here		16295 - De Kok & Bramley (in prep.)		"Non-native; naturalised (De Kok & Bramley, in prep.)."	no	Naturalised	Yes	Naturalised	2008	"Non-native, naturalised (assessed here)."			x				Common	"(not listed because ""Common"")"	no	shrub		None					urn:lsid:ipni.org:names:862929-1		none	Naturalised						11	11
3802					no		yes	no				Gmelina dalrympleana (F.Muell.) H.J.Lam	4279	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/862935-1				De Kok & Bramley	Gmelina dalrympleana	Spermatophyta	Magnoliopsida	Lamiales	Lamiaceae	no			16313	Chong et al. (2009)	16313 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		"Gmelina macrophylla (R.Br.) Benth., nom. illeg. hom."					urn:lsid:ipni.org:names:862935-1	"Gmelina macrophylla (R.Br.) Benth., nom. illeg. hom."	"Gmelina macrophylla (R.Br.) Benth., nom. illeg. hom."	Cultivated Only						1	2
2429					yes		no	no				Gmelina elliptica Sm.	4280	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/862937-1			yes	De Kok & Bramley	Gmelina elliptica	Spermatophyta	Magnoliopsida	Lamiales	Lamiaceae	yes			46274	assessed here	46274 - assessed here		16305 - De Kok & Bramley (in prep.)		"Native; EN (De Kok & Bramley, in prep.)."	no	Endangered	Yes	Endangered	2009	Native; EN (assessed here).							Endangered	Endangered	yes	shrub		Gmelina villosa Roxb.					urn:lsid:ipni.org:names:862937-1	Gmelina villosa Roxb.	Gmelina villosa Roxb.	Endangered						15	18
2430					yes		no	no				Gmelina philippensis Cham.	4283	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/862965-1			yes	De Kok & Bramley	Gmelina philippensis	Spermatophyta	Magnoliopsida	Lamiales	Lamiaceae	no			46275	assessed here	46275 - assessed here		16318 - De Kok & Bramley (in prep.)		"Non-native; casual (De Kok & Bramley, in prep.)."	no	Casual	Yes	Casual	2010	"Non-native, casual (assessed here)."			x				Extinct	Nationally Extinct	yes	climber		Gmelina hystrix Schult. ex Kurz					urn:lsid:ipni.org:names:862965-1	Gmelina hystrix Schultes	Gmelina hystrix Schult. ex Kurz	Casual						12	15
184				x	yes		no	no				Gnetum gnemon L.	4288	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/383520-1			yes	Cicuzza	Gnetum gnemon	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	n/a			NA					16337 - Ng & Wee (ed.) (1994)	"Rare (Ng & Wee (ed.), 1994)."	yes	n/a	Yes	placeholder name	594	placeholder name												None					urn:lsid:ipni.org:names:383520-1		Gnetum brunonianum Griff.	n/a	184	x			placeholder species name	15	15
184.1		x		x	yes		no	var.				Gnetum gnemon L. var. gnemon	4289	ok	Name and authors accepted by LCVP	FoSms		1			n/a		n/a (autonym)			yes	Cicuzza	Gnetum gnemon var. gnemon	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	yes			16341	Wong et al. (2013)	16341 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	595	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	yes	tree		None					n/a (autonym)		none	Critically Endangered	184.1	x	x		x	10	10
185					yes		no	no				Gnetum gnemonoides Brongn.	4290	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/383521-1			yes	Cicuzza	Gnetum gnemonoides	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	yes			16344	Wong et al. (2013)	16344 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	596	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	climber		Gnetum edule auct. non (Willd.) Blume; Gnetum wrayi Gamble					urn:lsid:ipni.org:names:383521-1	Gnetum edule (non Blume) Hassk.	Gnetum edule auct. non (Willd.) Blume; Gnetum wrayi Gamble	Critically Endangered						13	15
186					yes		no	no				Gnetum latifolium Blume	4292	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/383530-1			yes	Cicuzza	Gnetum latifolium	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	yes			16361	Wong et al. (2013)	16361 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	597	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	climber		Gnetum funiculare Blume; Gnetum kingianum Gamble; Gnetum latifolium Blume var. funiculare (Blume) Markgr.; Gnetum scandens auct. non Roxb.					urn:lsid:ipni.org:names:383530-1	Gnetum funiculare Blume	Gnetum funiculare Blume; Gnetum kingianum Gamble; Gnetum latifolium Blume var. funiculare (Blume) Markgr.	Critically Endangered						2	14
187					yes		no	no				Gnetum macrostachyum Hook.f.	4294	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/383540-1			yes	Cicuzza	Gnetum macrostachyum	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	yes			16362	Wong et al. (2013)	16362 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	598	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	climber		None					urn:lsid:ipni.org:names:383540-1		none	Critically Endangered						18	18
188					yes		no	no				Gnetum microcarpum Blume	4295	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/383542-1			yes	Cicuzza	Gnetum microcarpum	Spermatophyta	Gnetopsida	Gnetales	Gnetaceae	yes			55542	Wong et al. (2013)	16374 - Wong et al. (2013)	x			"Native; CR (Wong et al., 2013)."	no	Endangered	Yes	Endangered	599	Native; EN (assessed here).	Estimated 50-250 mature trees in Singapore					x	Critically Endangered	Endangered	no	climber		Gnetum campestre Gamble; Gnetum neglectum auct. non Blume; Gnetum sylvestre Gamble					urn:lsid:ipni.org:names:383542-1	Gnetum neglectum auct. non Blume	Gnetum campestre Gamble; Gnetum neglectum auct. non Blume; Gnetum sylvestre Gamble	Endangered						16	20
3179	x			x								Goeppertia fasciata (Linden ex K.Koch) Borchs. & S.Suárez	4300		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/60459300-2					Goeppertia fasciata	Spermatophyta	Magnoliopsida	Zingiberales	Marantaceae	n/a		x	5379	Chong et al. (2009)	5379 - Chong et al. (2009)					yes	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		Calathea rotundifolia Poepp. & Endl. var. fasciata (Linden ex K.Koch) Petersen					urn:lsid:ipni.org:names:41121-2		none	Cultivated Only						1	2
2839	x				no		yes	no				Goeppertia picturata (K.Koch & Linden) Borchs. & S.Suárez	4301	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/60461183-2					Goeppertia picturata	Spermatophyta	Magnoliopsida	Zingiberales	Marantaceae	no			5375	Chong et al. (2009)	5375 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		Calathea picturata K.Koch & Linden					urn:lsid:ipni.org:names:60461183-2	Calathea picturata K.Koch & Linden	Calathea picturata K.Koch & Linden	Cultivated Only						1	4
1168					yes		yes	no				Gomphandra quadrifida (Blume) Sleumer	4306	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/434314-1			yes		Gomphandra quadrifida	Spermatophyta	Magnoliopsida	Aquifoliales	Stemonuraceae	yes			45496	assessed here	45496 - assessed here	x		16409 - Wong et al. (2013)	"Native; CR (Wong et al., 2013)."	yes	Least Concern	Yes	Least Concern	3594	Native; LC (assessed here).	Not endangered in Singapore						Vulnerable	Vulnerable	no	shrub		Gomphandra affinis (Miers) Mast.; Gomphandra lanceolata (Mast.) King; Gomphandra lanceolata (Mast.) King var. angustifolia King; Gomphandra penangiana (Miers) Wall. ex Mast.; Gomphandra quadrifida (Blume) Sleumer var. angustifolia (King) Sleumer; Gomphandra quadrifida (Blume) Sleumer var. lanceolata (Mast.) Sleumer; Gomphandra quadrifida (Blume) Sleumer var. ovalifolia (Ridl.) Sleumer					urn:lsid:ipni.org:names:434314-1	Gomphandra penangiana (Miers) Wall. ex Mast.; Gomphandra lanceolata Kurz	Gomphandra affinis (Miers) Mast.; Gomphandra lanceolata (Mast.) King var. angustifolia King; Gomphandra lanceolata (Mast.) King; Gomphandra penangiana (Miers) Wall. ex Mast.; Gomphandra quadrifida (Blume) Sleumer var. angustifolia (King) Sleumer; Gomphandra quadrifida (Blume) Sleumer var. ovalifolia (Ridl.) Sleumer	Least Concern						8	30
4692					yes		no	no				Gomphrena celosioides Mart.	4317	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/60397-1					Gomphrena celosioides	Spermatophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	no			58218	Turner (1997 [‘1995’])	36463 - Turner (1997 [‘1995’])				"Non-native; naturalised (Turner, 1997 [‘1995’])."	yes	Naturalised	Yes	Naturalised	682	"Non-native, naturalised (assessed here)."	Reassessed here as date earlier than Chong et al. 2009											None					urn:lsid:ipni.org:names:60397-1		none	Naturalised						4	4
2915					no		no	no				Gomphrena globosa L.	4318	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/327333-2					Gomphrena globosa	Spermatophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	no			16425	Chong et al. (2009)	16425 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:327333-2		none	Cultivated Only						4	4
4741					yes		yes	no				Gongreos wallichii (Wight) Rodda et al.	4319		LCVP says accepted name is Tylophora wallichii (Wight) Hook.f.									"In the synonyms it lists for Gongronema wallichii (Wight) Decne, POWO incorrectly lists ""Vincetoxicum ventricosum Kuntze"" and ""Tylophora wallichii (Wight) Hook.f."" in the mistaken belief Tylophora wallichii (which is a genuine synonym of Vincetoxicum ventricosum Kuntze), is homotypic with Gongronema wallichii. Michele says it is not. The correct author for Tylophora wallichii is Tylophora wallichii Hook.f., not Tylophora wallichii (Wight) Hook.f. as is shown in POWO."		yes		Gongreos wallichii	Spermatophyta	Magnoliopsida	Gentianales	Apocynaceae	yes			45548	assessed here	45548 - assessed here			37452 - Yeoh & Rodda (2020)	"Native; NE—presumed Extinct but later rediscovered and pending re-evaluation (Yeoh & Rodda, 2020)."	yes	Critically Endangered	Yes	Critically Endangered	845	Native; CR (assessed here).	Estimated fewer than 50 plants in Singapore		"""rediscovered"" in 2019. (see Gardenwise 55: 4 (2020)"									Gymnema wallichii Wight; Tylophora wallichii (Wight) Hook.f.; Gongronema wallichii (Wight) Decne.					urn:lsid:ipni.org:names:97751-1		Tylophora wallichii (Wight) Hook.f.	Critically Endangered						4	9
60					yes		yes	no				Goniophlebium percussum (Cav.) W.H.Wagner & Grether	4322		"LCVP presents authors as ""(Cav.) Wagner & Grether"""	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/17394810-1			yes	Hovenkamp	Goniophlebium percussum	Monilophyta	Polypodiopsida	Polypodiales	Polypodiaceae	yes			46118	assessed here	46118 - assessed here		16435 - Hovenkamp (in prep.)		"Native; VU (Hovenkamp, in prep.)."	no	Vulnerable	Yes	Vulnerable	503	Native; VU (assessed here).							Vulnerable	Vulnerable	no	epiphyte		Goniophlebium verrucosum (Hook.) J.Sm.; Marginaria verrucosa Hook.; Polypodium verrucosum (Hook.) Wall. ex Mett.		"which goniophlebiums do we have in sg? Still in a haze regarding this, looking at Piggot and Holttum"			urn:lsid:ipni.org:names:17394810-1	Marginaria verrucosa Hook.; Goniophlebium verrucosum (Hook.) J.Sm.; Polypodium verrucosum (Hook.) Wall. ex Hook.	Goniophlebium verrucosum (Hook.) J.Sm.; Marginaria verrucosa Hook.; Polypodium verrucosum (Hook.) Wall. ex Mett.	Vulnerable						17	33
4981					no	Excluded	yes	no				Goniophlebium subauriculatum (Blume) C.Presl	4323	ok	Name and authors accepted by LCVP	POWO		1		IMT	IPNI doesn't give basionym author or indicate basionym name.	Polypodium subauriculatum Blume -- urn:lsid:ipni.org:names:17202400-1	https://www.ipni.org/n/17109510-1					Goniophlebium subauriculatum	Monilophyta	Polypodiopsida	Polypodiales	Polypodiaceae	no	"an Excluded species because despite 6 citations, including a Conservation assessment of ""Vulnerable"" in the RDB, no specimens can be found. Significantly, Hovenkamp's FoPM revision states that this is known in Peninsular Malaysia from only one collection at c. 1200m. Given this, its occurrence in Singapore is very unlikely. Ridley (1926) gives 2 localities in PM (Perak & Yapp) but none in Singapore and says ""on trees in mountain forest 2500 to 5000 feet alt."""		16443	Chong et al. (2009)	16443 - Chong et al. (2009)				Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					urn:lsid:ipni.org:names:17109510-1		none	Excluded						7	7
5355						Excluded	no	no	DJM			Goniothalamus giganteus Hook.f. & Thomson	4325			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/73195-1		"Goniothalamus giganteus Hook.f. & Thomson only reported for Singapore by King's Materials, no. 4 p.73 (1892)"			Goniothalamus giganteus	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	no	Not known in Singapore		NA								Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					urn:lsid:ipni.org:names:73195-1			Excluded						2	2
294					yes		yes	no		VU > CR		Goniothalamus macrophyllus (Blume) Hook.f. & Thomson	4326	ok	Name and authors accepted by LCVP	IPNI	x	1		RG	"POWO says ""(Blume) Zoll."" but cites a later publication than Hooker & Thommson."		https://www.ipni.org/n/73215-1			yes		Goniothalamus macrophyllus	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	yes			55634	Wong et al. (2013)	16457 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Endangered	Yes	Endangered	758	Native; EN (assessed here).	Estimated 50-250 mature trees in Singapore						Vulnerable	Vulnerable	no	shrub		None					urn:lsid:ipni.org:names:73215-1		none	Endangered						17	17
295					yes		no	no		VU > CR		Goniothalamus malayanus Hook.f. & Thomson	4327	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/73218-1			yes		Goniothalamus malayanus	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	yes			55635	Wong et al. (2013)	16471 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	759	Native; CR (assessed here).	Estimated fewer than 50 mature plants						Vulnerable	Vulnerable	no	tree		None					urn:lsid:ipni.org:names:73218-1		none	Critically Endangered						18	18
296					yes		no	no		VU > CR		Goniothalamus ridleyi King	4328	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/73243-1			yes		Goniothalamus ridleyi	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	yes			55636	Wong et al. (2013)	16485 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Endangered	Yes	Endangered	760	Native; EN (assessed here).	Estimated 50-250 mature trees in Singapore						Vulnerable	Vulnerable	no	tree		None					urn:lsid:ipni.org:names:73243-1		none	Endangered						21	21
297					yes		no	no		VU > CR		Goniothalamus tapis Miq.	4329	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/73261-1			yes		Goniothalamus tapis	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	yes			55637	Wong et al. (2013)	16500 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Endangered	Yes	Endangered	761	Native; EN (assessed here).	Estimated 50-250 mature trees in Singapore						Vulnerable	Vulnerable	no	tree		None					urn:lsid:ipni.org:names:73261-1		none	Endangered						19	19
2630					yes	Excluded	no	no				Goniothalamus tortilipetalus M.R.Hend.	4330	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/73267-1			yes		Goniothalamus tortilipetalus	Spermatophyta	Magnoliopsida	Magnoliales	Annonaceae	yes	No specimens known		0			x		16515 - Chong et al. (2009)	"Native; LC (Chong et al., 2009)."	yes	Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms								Common		no	tree		None					urn:lsid:ipni.org:names:73267-1		none	Excluded						2	2
1146					yes		yes	no				Gonocarpus chinensis (Lour.) Orchard	4331	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/430103-1			yes		Gonocarpus chinensis	Spermatophyta	Magnoliopsida	Saxifragales	Haloragaceae	Uncertain			16517	Chong et al. (2009)	16517 - Chong et al. (2009)				"Cryptogenic (Chong et al., 2009)."	no	Cryptogenic	Yes	Cryptogenic	1935	"Cryptogenic (Chong et al., 2009)."							Weed of Uncertain Origin		no	herb		Haloragis chinensis (Lour.) Merr.					urn:lsid:ipni.org:names:430103-1	Haloragis chinensis (Lour.) Merr.	Haloragis chinensis (Lour.) Merr.	Cryptogenic						2	10
1169					yes		no	no		EN > CR	EN > CR	Gonocaryum gracile Miq.	4332	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/434336-1			yes		Gonocaryum gracile	Spermatophyta	Magnoliopsida	Aquifoliales	Cardiopteridaceae	yes			55784	Chong et al. (2009)	16518 - Chong et al. (2009)	x			"Native; EN (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	1208	Native; CR (assessed here).	Estimated fewer than 50 mature plants						Endangered	Endangered	no	shrub		Gonocaryum longeracemosum King					urn:lsid:ipni.org:names:434336-1	Gonocaryum longeracemosum King	Gonocaryum longeracemosum King	Critically Endangered						12	16
994					yes		no	no				Gonystylus confusus Airy Shaw	4335		"LCVP presents author as ""AiryShaw"""	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/383604-1			yes		Gonystylus confusus	Spermatophyta	Magnoliopsida	Malvales	Thymelaeaceae	yes			16532	Wong et al. (2013)	16532 - Wong et al. (2013)				"Native; EN (Wong et al., 2013)."	no	Endangered	Yes	Endangered	3632	"Native; EN (Wong et al., 2013)."							Endangered	Endangered	yes	tree		None					urn:lsid:ipni.org:names:383604-1		none	Endangered						17	17
995					yes		no	no			CR > CR doubtful; Is this correct?	Gonystylus maingayi Hook.f.	4336	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/831980-1			yes		Gonystylus maingayi	Spermatophyta	Magnoliopsida	Malvales	Thymelaeaceae	yes			16542	Wong et al. (2013)	16542 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	3633	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	tree		None					urn:lsid:ipni.org:names:831980-1		none	Critically Endangered						18	18
4917					no		no	no				Gossypium barbadense L.	4344	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/559677-1					Gossypium barbadense	Spermatophyta	Magnoliopsida	Malvales	Malvaceae	no			16586	Keng (1990)	16586 - Keng (1990)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only													None					urn:lsid:ipni.org:names:559677-1		none	Cultivated Only						2	2
2916					no		yes	no				Grammatophyllum scriptum (L.) Blume	4346	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/636307-1					Grammatophyllum scriptum	Spermatophyta	Magnoliopsida	Asparagales	Orchidaceae	no			16588	Chong et al. (2009)	16588 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	herb		None					urn:lsid:ipni.org:names:636307-1		none	Cultivated Only						1	1
1858					yes		no	no	DJM			Grammatophyllum speciosum Blume	4347	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/636310-1		Confirm/clarify assessment given lots of reintroduction. Then remove pink/	yes		Grammatophyllum speciosum	Spermatophyta	Magnoliopsida	Asparagales	Orchidaceae	yes			45477	assessed here	45477 - assessed here			16596 - Yam (2013)	"Native; EX (Yam, 2013)."	no	Extinct	Yes	Extinct	2766	Native; NEx (assessed here).			DJM to check status column. reintroduced in many places (eg. Gardenwise 55: 21 (2020))				Extinct	Nationally Extinct	yes	epiphyte		None					urn:lsid:ipni.org:names:636310-1		none	Extinct						19	19
3255					no		yes	no				Graptophyllum pictum (L.) Griff.	4349	ok	Name and authors accepted by LCVP	POWO		2		IMT	IPNI doesn't give basionym author		https://www.ipni.org/n/49186-1				De Kok	Graptophyllum pictum	Spermatophyta	Magnoliopsida	Lamiales	Acanthaceae	no			16601	Chong et al. (2009)	16601 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	shrub		None					urn:lsid:ipni.org:names:49186-1		none	Cultivated Only						3	3
